,Product_1,Product_2,Product_3,Product_4,Product_5
14069330,763155,55873620,2045621,2045569,4529161
27609946,9679946,7518567,29042164,28927788,24801234
6883921,4154855,10785805,8141074,12481715,12481716
11849226,8157792,1530451,3525255,73685012,457194
13397495,42320500,12108488,618461,618526,13395603
571874,74850075,38072358,571764,11199995,1069770
54011966,990751,36306343,991339,49020913,54008310
74561661,416911,54439144,595607,416990,416978
1685931,754249,20412302,46645696,54021947,17967481
23171782,48509229,19606295,459084,416613,459077
628682,21526737,74556980,21339631,56697301,2052377
417018,416985,416911,416914,595607,459843
9344705,25404882,41502230,32038170,55035537,73612703
502118,447638,3311319,502113,502088,502158
4268915,13302966,25922110,6986847,32933095,43761442
456497,10697859,456506,456503,456500,456516
17383981,561957,561984,561924,561879,561953
2902221,2255419,75514309,2010093,2901371,2903577
73136075,73807070,72537158,75553081,72040315,73812294
10769836,10777708,1907615,8141062,11194805,10769253
15668735,22616559,557163,15659038,1406949,10566733
16138710,17473989,14518091,55873620,41446843,40547505
45312082,25975534,67619329,11094090,52850318,50293293
56903194,55146278,48278979,72036884,68230948,56962891
456500,456506,10697859,456497,456503,456516
486760,3311319,4953357,229779,447634,483562
8157795,19420381,457194,73685012,73525587,8157792
10001386,16161475,10001382,10001384,48313222,10001388
8851126,12011510,56697301,9850897,21526737,14301144
57628754,74209127,23454205,45597232,72456773,57657389
386464,11212346,7217981,5913881,21316309,385455
54008310,990925,36306343,990751,49020913,54011966
990751,36306343,63191179,8141074,991339,990925
46779514,46155766,68438022,48738374,38242369,46828889
10140056,122012,199828,359484,11914559,359483
10307879,1666387,11199435,51029564,63226094,53562788
25975534,14606621,50293293,52850318,13678777,32308294
63191179,991339,448538,23802806,74850075,26166686
582268,547563,68828151,20904905,48509229,566867
55998202,11242886,38120774,13957952,43881779,58583531
46645696,7011135,20412302,17967481,54021947,1685931
32453922,24727789,57912964,76217352,76223148,32373575
66792707,42126872,16314108,44349631,13862477,2086067
53468229,31238288,65948026,36434333,48812108,37929811
11023405,11582921,25732951,588800,10590207,52192239
40547505,25184004,14524994,77907594,55873620,41446843
35729836,4953367,4953369,3683399,26691653,26689717
58677681,41169027,12108701,19606295,66930382,48509229
10001369,44012841,55140203,44012580,10001377,10001373
31837271,8314996,8315202,8315046,8315056,8315121
764198,19420381,419479,459248,29837913,764581
11528560,4981859,4981857,4981861,13150843,11528190
77694537,70692002,24505347,34476640,73831096,73831100
8114282,2903577,16675019,419479,56198267,8114283
2052377,9850897,14301144,628682,21339631,56697301
16161475,10001386,10001388,48313222,10001382,10001384
38072358,11199995,14033612,14033602,33108693,72128653
56097175,21948650,10566733,22616559,8398179,7857797
54635796,54393507,51946843,68976582,68554054,32204730
54889013,71062970,49368888,10736184,51424090,44224953
764581,2255419,419479,29837913,459248,764198
44224953,10736184,30857999,71062970,51424090,54889013
469404,299431,299461,74267277,389145,11293040
72537395,77692949,70722482,77694498,59473370,72537158
76226922,55791807,48738374,10795860,51501467,68266193
51845073,829158,75514309,23382542,56195676,51729979
48877698,66573446,48878735,11609717,6642977,11607917
3718239,233212,21440975,294065,899588,12420809
4775283,595655,180912,11522917,208248,11244014
15163759,8163884,10138000,14116368,26473455,45048475
456525,74209127,15270539,3858183,456521,6539103
11191145,2883909,14313154,68438139,2883897,9355345
5681151,3716571,36710007,9381544,63912442,8997014
6172235,21440975,9528709,422516,373571,6173175
41335383,529902,49368888,44224953,518679,4747467
16079268,58667989,42126872,67911084,44349631,16106838
51424090,556922,66573446,13115242,54889013,44224953
23783035,48452169,24505347,23536612,24448044,48432507
72537158,73159008,73159010,72040315,73835648,72537395
73682498,44241909,27922157,63851307,77706599,75616850
36634252,502158,502088,4953357,502113,3311319
74341518,72537395,73806442,54245193,39992118,55880902
32118160,754249,20412302,459152,72308267,19701154
481772,20904905,48509229,3209613,1605995,566867
54839622,7490967,10021395,16667097,6711831,73666130
11609717,704279,48878735,11607917,58276960,48877698
21316309,5913881,11212346,386464,385455,7217981
66730368,80978486,66940247,46757834,68250770,66730238
59081231,70722482,63851307,57767919,73831100,56694005
57268501,34513368,6642977,6509743,41556669,57269938
51987865,16293310,7458771,15351084,16308170,51615378
58583531,48738374,38120774,13957952,43881779,55998202
13114633,4747467,49368888,17954263,17954259,38302891
11522917,361277,11244014,588800,11241055,595655
7458771,15351084,51615378,51987865,7490967,17620717
457264,615976,417018,416914,12218724,10697859
58962499,75580631,44012580,58954114,16135710,31980817
8315046,31837271,8315202,8314996,8315121,8315056
25198038,18002124,22021148,6506587,67861239,25191433
71062304,51615378,7458771,51987865,14469139,67106618
1366463,8141074,964223,4154855,43801338,25892097
595470,68444581,483562,486766,23911709,36634252
3525255,2901371,44349631,73685012,11849226,457194
5446101,554426,72456773,23454205,15445767,2784543
1610561,1610105,1907615,10777708,1609191,8141046
17475042,26218953,77907594,24255305,17473989,17474656
14301144,68027300,21526737,1582161,491362,9850897
12735027,67260812,67257745,575591,25892097,8398179
17474656,26218953,77907594,24255305,17473989,17475042
50179247,50604092,13115242,44567597,56251562,59165734
11199435,49368888,4747467,63483847,72520984,44567597
14524994,29455014,17474656,17611683,40547505,41446843
12108701,66930382,12274956,48509229,19606295,1605995
41316363,8112969,39992118,48432507,48452169,23536001
481625,10021395,2901371,419322,419479,19420381
54245193,48432507,24505347,72535930,73831096,39992118
50085665,998687,64246103,66573446,35339655,50086320
32308294,15475469,14606621,52850318,11094090,13678777
76186679,6539103,816127,3858183,1605995,66930382
73844240,58122347,38242369,46155766,66605328,68438022
11528190,4981857,4981861,4981859,13150843,11528560
46757834,80978486,15972213,66730238,66730368,68250770
615977,10697849,48509229,10697859,615976,615963
21057555,595607,416978,12527803,56248606,31262507
73788531,48429836,73788524,73795655,73795660,73788533
36434333,56962891,65948026,48812108,53468229,37929811
10769253,10777708,1907615,8141062,11194805,10769836
12204837,7770389,450192,11477952,56720370,10828332
48432507,23536001,23783035,23536612,24505347,24448044
45048475,3597899,3597911,6376015,66153264,15163759
11914559,1044890,10140056,359480,16385902,359484
35737361,20139040,46779514,48738374,46828889,33421701
502158,447634,3311319,502113,502088,502118
11407472,35920722,25206026,4026305,12404622,12404601
75978400,23802806,74850075,448538,63191179,26166686
48878735,11609717,703761,11607917,48877698,704279
11244014,180912,208248,595655,11522917,4775283
42146269,10785805,10777708,1907615,42159578,42148928
452118,410704,26315122,356371,2249745,2249747
11450618,299431,23463787,122012,36189537,515551
39992118,48452169,34476640,72535930,73806442,54245193
50693254,459084,12527803,416613,31262507,51200545
857916,8018484,554426,459084,459077,546664
70722482,57767919,77721309,77694498,77692949,59473370
14127369,1666387,71062970,49368888,7986170,4747467
8159498,691576,8159079,54665,9668037,55897
14606621,52850318,11094090,32308294,13678777,15475469
10001373,55140203,10001353,44012841,10001377,10001369
43801338,8141074,964243,964223,556642,556507
9793897,51854334,25922110,32933095,6986847,34574630
74850075,448538,33164951,26315122,26166686,63191179
33793341,21731970,3428585,10086966,13670608,28754687
77721309,77692949,74342054,58388702,55880902,70722482
25184004,17611683,17474656,41446843,40547505,77907594
561984,561990,561879,561924,77918557,561957
1536285,3858183,53635028,6539103,68828151,44984825
11372225,405243,10683352,405288,405252,10683512
14469139,17620717,16572969,51615378,51987865,71062304
72033197,53788962,53827027,55880882,57652434,73830099
55880882,56694005,51946843,75540623,53788968,53788962
416985,416613,416978,416914,416911,595607
62731979,57051581,53254176,16572969,71062304,27922157
548496,708026,459843,54439144,511960,416601
575591,575505,311976,14388647,575388,26029837
14518091,17473989,17474656,41446843,40547505,55873620
38120774,13957952,11242886,66955489,46913805,48221804
15445767,416625,12108701,48509229,2784543,5446101
4953341,4953369,4953367,4953361,4953357,72487168
58957932,518633,6642977,1684009,8105301,1666387
55146278,15506461,48278979,56962891,56903194,68230948
57912964,51729979,75514309,56198267,60050735,56195676
50772516,17473989,763155,72462227,55576273,74883580
76217352,44349631,57912964,32453922,32373575,76223148
75616850,74342054,70833240,74343369,77706599,73682498
53967374,52033195,21526737,52269671,51200545,18003803
25007161,575505,575389,311788,26029837,575388
53708750,73937067,56962891,20412302,34159174,68308394
73831100,73159010,70692002,73159008,77694537,73831096
10001388,16161475,10001382,10001384,48313222,10001386
6165609,481696,481772,20904905,582268,566867
12404568,455445,456521,455526,20111924,416625
13333554,75580631,41167737,77876730,58873710,55791807
56641198,57642927,24454099,24456725,36344502,25288034
13804344,1609191,8141046,4333879,25892097,58533785
48452169,24448044,24505347,34476640,23536612,23536001
10791780,10785805,1907615,1610105,1609191,10777708
64246103,67449297,35339655,50086320,50085665,66573446
26166686,991339,448538,74850075,23802806,63191179
46178917,708026,72672762,74209127,54439144,459842
518633,529902,556922,998687,518679,38518662
32373575,44349631,57912964,76217352,76223148,32453922
10696649,2066599,688845,10732310,14449573,689063
8315056,8315202,8314996,31837271,8315046,8315121
7064939,10001353,10001351,10001357,7066207,7066573
51055877,56694005,58053725,54582248,26053910,51050952
4953369,4981859,4953341,3608387,10539907,4953367
72042710,7458771,71062304,14469139,51615378,51987865
11575714,11241055,11436297,11452489,11387160,11449535
1684009,7986170,8105301,414327,4747467,1666387
72036884,58388702,56962891,55880902,15506461,56903194
36518570,48278979,23536001,68230948,56903194,56962891
10143147,491328,74857633,511960,74559331,455445
14047157,51987865,51615378,419479,75514309,23382542
65030877,556922,576880,17952606,30857999,998687
10585231,15226911,11633356,10732310,51092786,15129417
13379768,79239442,28075354,4345687,3792857,1911005
7975728,50253867,6173175,14313154,373571,422516
10001377,10001334,10001357,10001355,10001373,10001369
58667989,67911084,16079268,25753906,44349631,42126872
13764494,68554054,68976582,32204730,53599451,54393507
16308170,15356062,15351084,16293310,51615378,51987865
54828546,51987865,53254176,16667097,20692185,6711831
10732310,2066599,19362591,21459682,6841341,14449573
25191433,18002124,10868001,22021148,67861239,25198038
44349631,58667989,16079268,16106838,42126872,67911084
70692002,59081231,73831102,73831096,77694537,73831100
75590201,3858183,56305761,742272,6539103,708026
20393324,17473989,40547505,41446843,2045801,29455014
50604092,17954259,11199435,57316596,37891357,17954263
49652338,3526997,3526999,2069769,6506587,48449680
12111114,13302966,43761442,32933095,6986847,11242886
75553081,73807070,37474291,73812294,73136075,72040315
21526737,1582161,465219,14301144,9850897,12011510
42320500,618526,33752056,618461,13395603,13397495
65948026,31238288,36434333,48812108,37929811,53468229
50293293,32308294,11094090,13678777,67619329,52850318
52192239,11582921,25732951,588800,10590207,11023405
53788962,57652434,51946843,75540623,55880882,53788968
576784,13115242,30857999,556922,998687,576880
53827027,55880902,73831096,73830099,72535930,58388702
12274956,48509229,456525,816127,12108701,10697849
11194805,10777708,10791780,8141062,10769836,10769253
44012841,10001351,10001369,10001353,10001373,44012580
171745,299431,899588,23518127,899654,23362701
1690077,71893707,68088752,3527007,52631369,53827027
48278979,23536612,23536001,56903194,56962891,68230948
57652434,53788962,55880882,72033197,57652429,57652438
11607917,6642977,11199435,11609717,48878735,48877698
576880,30857999,518679,556922,998687,576784
50086320,998687,64246103,66573446,35339655,50085665
10001357,10001351,10001353,10001377,10001334,10001355
6509743,1666387,518679,57268501,34513368,41556669
33421701,27655381,46779514,48738374,46828889,35737361
12736752,13302966,43761442,32933095,359620,6986847
588005,410704,10706084,4070487,10005392,26315122
3209659,1610105,1609191,10777708,1907615,10785805
7011135,54021947,46645696,15674038,20412302,22179387
8159079,8159498,54665,389145,233129,9668037
15475469,52850318,11094090,32308294,13678777,14606621
512224,491372,1060082,459843,511960,455526
39854315,57652434,53468229,48812108,37929811,3792857
294065,3718239,54002739,8197740,58340599,23518127
11199934,71062304,16293310,51987865,51615378,11200514
457194,491431,491442,73685012,11849226,3525255
11293040,14313154,11446485,8197740,25696258,469404
24902640,24785618,7066573,7066207,24785855,11353901
43973407,15335893,67106618,32246331,459733,8608925
57652438,53788968,53788962,55880882,57652434,57652429
50658476,4747467,54889013,49368888,44224953,13115242
405288,502113,3311319,447634,540865,405243
10194812,53128479,11388785,45830277,11626751,7239205
54393507,54635796,68976582,32204730,68554054,13764494
10724668,32933095,13302966,6986847,11834620,10680458
13605830,16161475,24785855,10001382,10001384,13604545
456516,456510,456506,456500,456503,456497
75540623,73121485,51946843,55880882,53788962,53788968
6506587,1713195,48449680,3526999,3526997,49652338
46828889,35737361,38242369,48738374,33421701,46779514
73812294,59473370,73807070,75553081,72040315,73136075
22194381,51854334,25922110,32308294,13678777,22193209
991339,26166686,63191179,8141074,990925,990751
8018484,459084,23454205,72456773,546664,554426
71893664,71062304,16572969,57051581,53254176,53704413
6506599,60039590,25191433,53840141,58362933,75722868
54582248,56694005,55880882,51055877,51050952,26053910
11199995,74850075,1069770,448538,571874,38072358
52368889,15351084,7458771,16308170,51615378,51987865
52850318,11094090,32308294,13678777,67619329,50293293
459151,595607,546664,459084,72308267,459152
11200514,51987865,16308170,51615378,14047157,11199934
3311319,447634,502118,502158,502088,502113
33055140,68438022,13957952,46779514,73844240,38242369
22179387,54021947,46645696,15674038,20412302,7011135
15219201,990925,26166686,23802806,27654198,27655381
9825203,3149143,481696,547563,3209613,20904905
77876730,75583326,75580631,13333554,55791807,58873710
24200801,618461,25892097,990751,618526,11199995
67861239,10868001,25198038,18002124,25191433,22021148
76029885,68369702,10706084,26315122,32198166,32200279
9148580,53468229,46913805,36434333,48221804,22772342
7964489,6412951,11633356,60715918,537791,8023974
21339631,14301144,51599592,74556980,56697301,2052377
746648,51615378,491442,10021395,746639,746663
66730238,80978486,66940247,46757834,68250770,66730368
72520984,4747467,49368888,44567597,63483847,11199435
1911005,79239442,13379768,3792857,28075354,4345687
4981859,11528560,13150843,11528190,4981861,4981857
51615378,16293310,7458771,15351084,16308170,51987865
15351084,16308170,16293310,51615378,51987865,75649461
52789693,1536285,459084,68828151,50375507,54789931
41694647,51844900,20271580,14033757,23304368,71897367
28075354,75540623,79239442,13379768,1911005,4345687
38518662,576880,556922,998687,518633,518679
27922157,53704413,57051581,53254176,16572969,62731979
58445349,13395603,556507,964223,4333879,25892097
491442,51615378,73666130,51987865,10021395,491431
28927788,7518567,9679946,29042164,24801234,27609946
10387236,311976,764198,44349631,24727789,16208533
11273506,76217352,56195676,24727789,32453922,76223148
2883909,4252075,11241055,588800,1044890,2883897
25962819,15356062,15351084,51987865,16308170,16293310
1659903,19420381,56195676,56198267,57912964,60050735
66955489,11242886,58936414,46913805,48221804,38120774
67911084,58667989,16079268,42126872,16106838,44349631
763155,26218953,6405829,6398873,6403893,6403163
561990,17383981,561953,561957,561984,561924
12011497,14301144,9850897,12011510,491362,67991056
688845,16257237,10732310,14449573,10696649,689063
45553445,73831096,55880902,721995,72535930,887617
509716,15335893,43973407,32246331,8608925,459733
2901371,29837913,419479,419326,2903577,2902221
4981857,11528560,11528190,13150843,4981861,4981859
74311543,12404622,11407472,12404601,35920722,25206026
8105301,1684009,4210949,4210927,4747467,1666387
459628,15335893,459733,459632,459629,459739
3526997,49652338,1713195,48449680,6506587,3526999
481696,459152,32118160,566867,10697849,72308267
6412951,2054629,6039405,60875322,60715918,2045591
73666130,7490967,16667097,6711831,10021395,54839622
58873710,41167737,75580631,13333554,55791807,77876730
13446740,77918557,22030673,561953,6910261,13392137
8141062,1610561,54708669,11194805,10769836,10769253
5844049,171745,233212,389145,23518127,54665
459084,459152,23454205,554426,546664,459077
4529161,60875322,2045569,2045621,60715918,14069330
12108488,42320500,618461,618526,13395603,13397495
2086067,44349631,42126872,7117761,66792707,16314108
6909331,511960,708026,54439144,74857633,491328
16293310,51615378,15351084,51987865,16308170,25962819
22030673,77918557,67567419,67480516,76181490,3054369
48812108,48452169,65948026,36434333,53468229,37929811
36306343,54011966,54008310,991339,990751,990925
16135710,58962499,41167737,31980817,75583326,75580631
26029837,575505,25006660,311788,575389,575388
67179382,311788,25006660,575388,575389,26029837
7066573,10001382,7064939,24902640,11353901,7066207
13395603,42320500,12108488,618526,618461,13397495
6410691,6398873,6403163,14293641,6410757,6410735
311976,575389,311969,575388,575591,26029837
68444581,4953361,405243,426396,67257699,72454475
30676879,7117761,44349631,16106838,16079268,20612430
10795860,13333554,55791807,76226922,68266193,51501467
34476640,48452169,23536001,24448044,23536612,24505347
53788968,56694005,51946843,75540623,55880882,53788962
51050952,56694005,13764494,54582248,26053910,51055877
58954114,31980817,77876730,41167737,58962499,58873710
459843,416985,595607,416911,416914,417018
34709360,12565816,10385313,73937067,575591,16675019
70944880,10769836,54708669,8141062,77105849,72945070
2249745,26315122,10706084,356371,452118,2249747
11449087,359480,11891181,4252075,1044890,16385902
55994870,1684009,49368888,63483847,1666387,4747467
7239205,56320903,15595231,9862464,53128479,10194812
556507,4333879,43801338,964243,964223,556642
20017816,24989957,23515481,19800169,8023300,8159799
50434531,55244349,34574630,4432845,51087321,43921961
8645787,899588,57452525,14681554,9724992,66977630
10697859,615977,456500,12218724,456503,615976
71897367,15163759,26274900,20271580,14033757,41694647
8197740,53082795,233212,294065,14313154,23518127
30987213,10001369,41167737,7064939,75583326,75580631
11872698,529902,576784,65030877,30857999,17952606
26315122,76029885,32200279,10706160,33164951,10706084
59165734,11199435,7986170,50179247,44567597,56251562
8315121,8315202,8314996,31837271,8315046,8315056
53181542,52368889,51615378,51987865,10021395,16667097
506502,491442,491431,11094090,205544,506497
56305761,6539103,742272,74162456,3858183,708026
4333879,618526,618461,964223,25892097,556507
12218724,6403163,13632171,7650377,10697859,709192
9353663,44567597,7239205,7986170,51697953,9862464
74162456,46178917,708026,15270539,56305761,3858183
72796842,491328,20412302,511960,6909331,74857633
10673415,6986847,11242886,58936414,12736752,359620
56694005,73159008,73159010,55880882,57663110,59081231
68369702,10706084,32200279,26315122,10706160,76029885
459629,15335893,459733,459628,459632,459739
22772342,25922110,11213554,9148580,11242886,6986847
7217981,386464,5913881,385455,21316309,11212346
11220929,32373575,8096306,32453922,76223148,11273506
76466253,10001369,10001373,44012841,58116278,44012580
57316596,72520984,63483847,11199435,50604092,37891357
15129417,15226911,51352620,59302735,46156090,10585231
10001355,10001353,10001351,10001334,10001377,10001357
31980817,10001373,16135710,75583326,75580631,41167737
68308394,68230948,56903194,56962891,34159174,53708750
74883580,2045591,72462227,6412951,55576273,50772516
10001334,10001377,10001355,10001357,10001326,10001324
73831096,55880902,54245193,73831100,58388702,72535930
77105849,10769836,72945070,54708669,11194805,70944880
2067059,59302735,46156090,51352620,15129417,11633356
4981861,11528190,13150843,11528560,4981859,4981857
21459682,46156090,15129417,15226911,11676550,6655899
72308267,459151,12527803,19701154,32118160,459152
51946843,55880882,75540623,53788968,54635796,53788962
23371648,56962891,55146278,48278979,68230948,15506461
10868001,25191433,53447698,67861239,22021148,18002124
72672762,54439144,708026,46178917,15270539,74209127
544992,595607,417018,416985,416911,416914
73937067,6539103,12274956,44984825,1536285,53635028
29455014,2045801,71151380,58211548,20393324,22883541
13678777,50293293,52850318,15475469,14606621,32308294
452578,502113,589301,426396,405243,447638
9668037,72746857,691576,8159498,8159079,233157
506497,205544,491442,491431,11094090,506502
4345687,55880882,13379768,3792857,1911005,28075354
72128653,68369702,14033602,14033612,33108693,38072358
72462227,55576273,60715918,2045569,26218953,74883580
72535930,74343369,77706599,57767919,73831096,58388702
51029564,24448044,48432507,23536612,24505347,34476640
8997014,13576835,25248696,4539349,5681151,40691443
38302891,57316596,17954263,37891357,17954259,13114633
7117761,42126872,2086067,16314108,15514958,16208533
11213554,32933095,12111114,6986847,11242886,68773594
70567940,48586861,79239442,53599451,32204730,69507754
19420381,73666130,2901371,419479,16667097,419322
48313222,10001382,10001384,16161475,10001386,10001388
68371276,25892097,43801338,4154855,53384260,54432315
44567597,49368888,63483847,72520984,11199435,7986170
24727789,57912964,76217352,32373575,76223148,32453922
53635028,6539103,3858183,44984825,73937067,1536285
964223,4154855,43801338,556642,964243,556507
588800,25732951,11582921,4252075,10590207,11241055
23911709,26166686,36634252,23802806,448538,11199995
57269938,1666387,34513368,6509743,41556669,57268501
1605995,72672762,708026,41169027,66930382,12108701
12110556,10724668,6986847,43761442,13302966,32933095
72454475,58978540,68444581,67260812,67257745,67257699
23802806,74850075,15219201,27655381,63191179,26166686
15513844,11094090,15475469,14606621,32308294,13678777
689063,14449573,10696650,16257237,688845,10696649
2069769,3526999,3526997,6506587,48449680,49652338
11834620,13302966,32933095,10724668,10680458,2775643
3858183,74162456,56305761,456525,456521,6539103
15514958,29837913,16314108,2086067,16208533,7117761
42148928,1609191,10785805,10777708,1907615,42146269
57051581,17620717,20637413,53704413,53254176,16572969
459632,15335893,12071716,459628,459739,459629
31966736,33164951,26315122,63191179,26166686,74850075
43921961,55244349,34574630,4432845,51087321,50434531
48116252,73844240,66605328,68438022,46155766,58122347
50230120,42320500,8141065,33752056,63140411,50796737
491431,51615378,51987865,73666130,10021395,491442
11353901,10001382,24785855,7066573,7066207,24902640
589301,229779,3311319,502113,426396,405243
47067536,41316363,13764494,68554054,32204730,54393507
373571,6172235,9528709,7975728,422516,6173175
73830099,73806442,53827027,73159008,73159010,72033197
15674038,46645696,54021947,22179387,7011135,20412302
459248,29837913,829158,2255419,764198,764581
56198267,1659903,60050735,57912964,75514309,56195676
46913805,9148580,66955489,22772342,38120774,48221804
10566733,7857797,3155853,45410530,1406949,15668735
575519,575389,26029837,311788,575516,575505
50375507,54021947,17967481,68828151,54789931,52789693
48221804,9148580,66955489,22772342,46913805,38120774
13525399,16572969,6711831,7490967,73666130,10021395
15506461,72036884,68230948,48278979,23371648,56903194
50693558,58023971,53056161,53080935,16964464,47374311
76223148,44349631,57912964,32373575,76217352,32453922
23805047,71201344,8114282,16208533,8114283,7117761
6173175,6172235,9528709,7975728,422516,373571
205544,6711831,10021395,491431,16667097,491442
46155766,46779514,73844240,38242369,66605328,68438022
1036160,14388647,575389,25006660,575388,26029837
13604545,16161475,24785855,10001382,10001384,13605830
57767919,59081231,74342054,73831100,77706599,72535930
15270539,46178917,74162456,456525,72672762,74209127
27655381,990925,26166686,23802806,27654198,15219201
410704,10706160,26315122,10706084,356386,356387
518679,556922,529902,998687,518633,38518662
21678888,10001384,24785618,24785855,13604545,13605830
9850897,68027300,1582161,21526737,491362,14301144
67449297,38518662,518679,49729824,66573446,64246103
77918557,561953,561879,22030673,561957,561984
16675019,51845073,29837913,75514309,419479,1523227
26274900,35933885,15163759,41694647,33793341,71897367
63851307,77706599,70833240,72535930,73831102,59081231
2903577,2010093,75514309,2255419,2901371,2902221
414327,44567597,1684009,1666387,4747467,11199435
67991056,1582161,12011497,56305761,3858183,491362
75983219,50421557,17952606,618758,68655745,75982361
4953357,4953367,483562,486760,4953361,4953341
13392137,561953,22030673,77918557,6910261,13446740
3526999,49652338,1713195,48449680,6506587,3526997
829158,459248,56198267,419479,23382542,51845073
32204730,54393507,68976582,13764494,54635796,68554054
79239442,1911005,69507754,70567940,3792857,48586861
68438022,46779514,73844240,38242369,66605328,46155766
46605790,17038778,7494785,54789931,2066599,33360472
34159174,12274956,54439144,56962891,53708750,68308394
72969822,72537395,73807070,59473370,77692949,77694498
77706599,72535930,75616850,70833240,57767919,74343369
13957952,25922110,32933095,11242886,11213554,6986847
48449680,3526999,3526997,6506587,2069769,49652338
75722868,73831096,6506599,72535930,53840141,58362933
24785855,7066207,20907214,11353901,24902640,24785618
887617,39992118,55244349,67907870,721995,45553445
59198088,34513368,1666387,11607917,49368888,4747467
73835648,77694498,45151660,72537395,72537158,73807070
8114283,56198267,2903577,7546725,419479,8114282
41556669,6642977,34513368,57269938,57268501,6509743
556642,3939221,43801338,964223,964243,556507
14186220,8299504,76198199,52562646,54384395,11443614
11242886,11213554,43761442,32933095,6986847,12111114
48738374,16766952,16135710,58583531,46779514,58251130
10723695,229779,4953369,447634,486760,4953367
58116278,10001377,10001334,10001355,10001357,44012580
23382542,51845073,51729979,29837913,14047157,23393172
1069770,75978400,38072358,26166686,11199995,571874
10001353,10001357,44012841,10001355,10001373,10001351
12071716,43973407,459632,15335893,8608925,459733
2045591,2054629,2045569,60715918,60875322,6412951
448543,32200279,26166686,26315122,74850075,448538
595607,416911,416914,416978,416990,416985
68266193,55791807,48738374,10795860,51501467,76226922
49729661,44224953,576784,30857999,13115242,51424090
533630,1684009,1666387,55994870,4747467,24505347
456503,10697859,456506,456497,456500,456516
75982361,50421557,17952606,618758,68655745,75983219
546664,547563,8018484,459077,554426,459084
49729049,10706084,26315122,10706160,33164951,49728912
59302735,51092786,15226911,51352620,46156090,15129417
20692185,16308170,51987865,51615378,20637413,54828546
571764,14033612,72128653,11199995,38072358,571874
67260812,10769253,10769836,72454475,67257699,67257745
54789931,459084,1536285,50375507,68828151,52789693
575516,575388,26029837,311788,575519,575505
9528709,6172235,7975728,6173175,373571,422516
450192,33075647,33108554,122012,10828332,23518127
53840141,72535930,55880902,57767919,75722868,58362933
47374311,58023971,58388702,72535930,16964464,50693558
459842,72672762,74209127,708026,54439144,46178917
17620717,10021395,7490967,51615378,51987865,7458771
66573446,48877698,35339655,50085665,50086320,64246103
491372,456516,456500,456506,456503,456510
73238633,12236983,7092227,12239943,12238762,20391852
57652429,53788968,53788962,55880882,57652434,57652438
58276960,50604092,48878735,48877698,11607917,11609717
33000095,54393507,46172558,13764494,53599451,58053725
57657389,8018484,45597232,57628754,23454205,72456773
51501467,44018311,48738374,10795860,68266193,76226922
20612430,44349631,16106838,16079268,7117761,30676879
17473989,55873620,40547505,26218953,17475042,17474656
45151660,77692949,73807070,73835648,59081231,72537158
26053910,59081231,48278979,51055877,54582248,51050952
67257745,12735027,25892097,67260812,72454475,67257699
69196844,50230120,13392137,63140411,13446740,50796737
8141074,74850075,990925,990751,4154855,991339
18003803,12011510,21526737,52269671,53967374,51200545
24505347,23536001,48432507,34476640,24448044,23536612
10590207,3953455,4252075,11241055,588800,25732951
58936414,22772342,12111114,11213554,12736752,11242886
73807070,45151660,72537395,77694498,72537158,73835648
6841341,6376015,10732310,7494785,14449573,2066599
56962891,48452169,23536001,48278979,68230948,56903194
69507754,48586861,11213554,79239442,32204730,70567940
15356062,51615378,15351084,51987865,16293310,16308170
11582921,25732951,10590207,588800,4252075,3953455
2883897,361277,588800,11191145,1044890,2883909
32198166,10706084,33164951,26315122,76029885,32200279
7066207,10001382,7064939,24902640,11353901,7066573
57357726,20996983,52341716,47133485,28241326,59166004
21440975,2883897,2883909,11191145,23518127,2301357
22193209,13678777,51854334,6986847,25922110,22194381
11094090,14606621,13678777,50293293,52850318,32308294
55873620,17473989,17474656,41446843,2045621,40547505
66605328,46779514,73844240,38242369,46155766,68438022
704654,58053725,53599451,68554054,70567940,32204730
59471318,10769253,67260812,67179382,25007161,24644338
68027300,12011497,491362,14301144,9850897,67991056
58671786,48087407,48091364,54383925,51884751,59084364
38120507,13764494,61280865,21085893,77242491,54393507
49078809,73179180,71672203,11856185,17954271,59405444
24785618,13604545,11353901,24902640,20907214,24785855
464591,6539103,66930382,708026,1536285,68828151
10706160,49728912,49729049,33164951,10706084,26315122
1081650,9355345,385455,233129,5913881,2301357
6405829,60715918,763155,6403893,6398873,6403163
23536612,24428990,48432507,24448044,23536001,24505347
28241326,57357726,76226922,51697953,48738374,13334578
30857999,65030877,576880,576784,556922,998687
3792857,13379768,79239442,39854315,1911005,4345687
68554054,68976582,13764494,54635796,54393507,32204730
3209613,10697849,582271,9825203,20904905,547563
52269671,21526737,50693254,18003803,51200545,53967374
58728728,68230948,56903194,56962891,57663110,68976582
13115242,30857999,556922,576880,998687,576784
75649461,52368889,51615378,51987865,15356062,15351084
60715918,763155,2045591,6405829,6412951,60875322
15659038,45410530,3527007,1406949,10566733,15668735
53599451,69507754,70567940,54393507,58053725,13764494
46156090,51352620,21459682,11676550,59302735,15129417
15350656,44349631,58667989,16106838,42126872,25753906
6410757,6398873,6403163,14293641,6410691,6410735
51697953,46155766,9353663,66605328,68438022,9862464
